ID, gender, age, household, church
21558, 2, 49, 4050, 170
21559, 2, 46, 5163, 189
21560, 2, 52, 1520, 17
21561, 2, 50, 1574, 90
21562, 2, 47, 1519, 132
21563, 2, 52, 3426, 103
21564, 2, 48, 4131, 37
21565, 2, 47, 5508, 67
21566, 2, 45, 5194, -1
21567, 2, 48, 1490, 86
21568, 2, 53, 4245, 18
21569, 2, 47, 2358, 155
21570, 2, 52, 4822, 42
21571, 2, 51, 3397, 105
21572, 2, 47, 2749, 174
21573, 2, 47, 4396, -1
21574, 2, 52, 4596, 24
21575, 2, 46, 4067, 37
21576, 2, 53, 4033, -1
21577, 2, 51, 3724, 104
21578, 2, 53, 6290, -1
21579, 2, 47, 5449, 133
21580, 2, 50, 3377, 59
21581, 2, 48, 5572, 150
21582, 2, 48, 5366, 71
21583, 2, 50, 3283, 35
21584, 2, 48, 891, 39
21585, 2, 50, 2669, 23
21586, 2, 49, 4668, 34
21587, 2, 52, 286, 73
21588, 2, 48, 6402, 189
21589, 2, 45, 2588, 161
21590, 2, 54, 6377, 56
21591, 2, 47, 5504, 34
21592, 2, 47, 6567, 152
21593, 2, 52, 5700, 209
21594, 2, 48, 5132, 29
21595, 2, 50, 6211, 28
21596, 2, 54, 4588, 97
21597, 2, 46, 1973, 152
21598, 2, 53, 2554, 186
21599, 2, 47, 5854, 103
21600, 2, 46, 5559, 8
21601, 2, 52, 6467, 126
21602, 2, 48, 5605, 182
21603, 2, 53, 4223, 138
21604, 2, 49, 1827, 202
21605, 2, 53, 6181, 98
21606, 2, 51, 5352, 135
21607, 2, 51, 3814, 54
21608, 2, 54, 4216, 155
21609, 2, 47, 3378, 123
21610, 2, 49, 1330, 78
21611, 2, 53, 1510, 133
21612, 2, 50, 3992, 181
21613, 2, 50, 1207, 84
21614, 2, 50, 6564, 74
21615, 2, 50, 6518, 188
21616, 2, 52, 714, 202
21617, 2, 53, 6051, 97
21618, 2, 46, 5709, 6
21619, 2, 47, 5585, 88
21620, 2, 50, 4887, 95
21621, 2, 48, 4080, 13
21622, 2, 47, 3905, 61
21623, 2, 48, 3304, 127
21624, 2, 54, 4554, 148
21625, 2, 47, 6523, -1
21626, 2, 49, 1222, 184
21627, 2, 47, 2595, 153
21628, 2, 51, 1383, 22
21629, 2, 45, 6175, 47
21630, 2, 51, 3850, 75
21631, 2, 51, 4393, 34
21632, 2, 47, 0, 0
21633, 2, 54, 3549, 57
21634, 2, 54, 5737, 60
21635, 2, 52, 6561, 124
21636, 2, 50, 5133, 53
21637, 2, 46, 3886, 173
21638, 2, 48, 6161, 112
21639, 2, 53, 2165, 69
21640, 2, 46, 1250, -1
21641, 2, 45, 5943, 153
21642, 2, 50, 4431, 29
21643, 2, 45, 6390, 185
21644, 2, 52, 4460, 139
21645, 2, 51, 6437, 60
21646, 2, 53, 4173, 43
21647, 2, 52, 4437, 11
21648, 2, 50, 2279, 34
21649, 2, 54, 3906, 61
21650, 2, 45, 672, 139
21651, 2, 49, 5505, 145
21652, 2, 51, 5857, 135
21653, 2, 45, 6491, 95
21654, 2, 46, 2043, 48
21655, 2, 46, 6405, 82
21656, 2, 45, 4457, 124
21657, 2, 54, 2260, 1
21658, 2, 47, 5694, 178
21659, 2, 51, 6271, 79
21660, 2, 48, 5776, 121
21661, 2, 45, 3845, 10
21662, 2, 47, 5969, 114
21663, 2, 48, 4237, -1
21664, 2, 51, 3109, 25
21665, 2, 50, 3636, 98
21666, 2, 53, 4841, 127
21667, 2, 54, 5792, 167
21668, 2, 45, 5314, 112
21669, 2, 50, 3781, 49
21670, 2, 52, 4230, 15
21671, 2, 46, 1635, 167
21672, 2, 47, 5682, 141
21673, 2, 54, 4464, 127
21674, 2, 46, 4306, 188
21675, 2, 52, 2165, 69
21676, 2, 48, 4534, 56
21677, 2, 53, 6149, 100
21678, 2, 51, 5324, 154
21679, 2, 50, 2993, 111
21680, 2, 52, 843, 169
21681, 2, 51, 6340, 13
21682, 2, 53, 4255, 128
21683, 2, 48, 5110, 54
21684, 2, 45, 2118, 28
21685, 2, 47, 4159, 32
21686, 2, 47, 6338, 107
21687, 2, 49, 6463, 194
21688, 2, 47, 1245, 41
21689, 2, 49, 6166, 70
21690, 2, 48, 1651, 155
21691, 2, 52, 5320, 41
21692, 2, 49, 1743, 190
21693, 2, 46, 4774, 20
21694, 2, 48, 4370, 169
21695, 2, 52, 5352, 135
21696, 2, 48, 3305, 25
21697, 2, 54, 2272, 53
21698, 2, 49, 5882, 91
21699, 2, 46, 5189, 59
21700, 2, 45, 5050, 162
21701, 2, 54, 2578, 165
21702, 2, 46, 6439, 172
21703, 2, 51, 6255, 111
21704, 2, 49, 4877, 142
21705, 2, 53, 1671, -1
21706, 2, 48, 5245, 32
21707, 2, 47, 6333, 10
21708, 2, 51, 6346, 76
21709, 2, 46, 3833, -1
21710, 2, 53, 6113, 56
21711, 2, 51, 4458, -1
21712, 2, 45, 2869, 153
21713, 2, 54, 5278, 127
21714, 2, 49, 2317, 53
21715, 2, 48, 5216, 107
21716, 2, 47, 6002, 60
21717, 2, 49, 1473, 132
21718, 2, 50, 2979, 61
21719, 2, 46, 5443, 167
21720, 2, 45, 1475, 148
21721, 2, 47, 5291, 4
21722, 2, 51, 3235, 61
21723, 2, 47, 1573, 165
21724, 2, 51, 4247, 49
21725, 2, 52, 3567, 153
21726, 2, 45, 2003, 86
21727, 2, 47, 529, 45
21728, 2, 50, 2042, 142
21729, 2, 51, 2680, 206
21730, 2, 47, 2191, -1
21731, 2, 48, 1355, 183
21732, 2, 51, 5513, 114
21733, 2, 48, 6368, 184
21734, 2, 46, 1810, 32
21735, 2, 53, 4723, 192
21736, 2, 45, 6107, 51
21737, 2, 47, 2006, 84
21738, 2, 53, 1288, 4
21739, 2, 45, 3566, 132
21740, 2, 50, 3815, 17
21741, 2, 50, 6497, 84
21742, 2, 47, 2425, 137
21743, 2, 46, 5672, 60
21744, 2, 45, 6160, 181
21745, 2, 51, 4819, 146
21746, 2, 49, 4704, 123
21747, 2, 45, 6466, 201
21748, 2, 49, 4240, 163
21749, 2, 49, 3349, -1
21750, 2, 52, 6261, 17
21751, 2, 45, 4479, 191
21752, 2, 47, 4026, 134
21753, 2, 51, 1522, 180
21754, 2, 45, 6277, 193
21755, 2, 49, 3166, 143
21756, 2, 54, 6497, 84
21757, 2, 54, 3975, 197
21758, 2, 51, 5631, 140
21759, 2, 53, 1999, 142
21760, 2, 48, 2728, 133
21761, 2, 54, 5517, 152
21762, 2, 52, 610, 173
21763, 2, 46, 2794, 65
21764, 2, 47, 556, 58
21765, 2, 47, 4508, 24
21766, 2, 49, 4733, 153
21767, 2, 51, 4455, 144
21768, 2, 51, 6218, 51
21769, 2, 49, 5619, 73
21770, 2, 50, 3320, 15
21771, 2, 54, 4058, 47
21772, 2, 49, 2620, 93
21773, 2, 46, 2795, 104
21774, 2, 46, 6504, 20
21775, 2, 45, 6450, 122
21776, 2, 46, 3934, 28
21777, 2, 46, 3399, 95
21778, 2, 54, 2897, 88
21779, 2, 52, 3860, 18
21780, 2, 48, 6124, 201
21781, 2, 53, 67, 126
21782, 2, 46, 3883, 150
21783, 2, 45, 4145, 34
21784, 2, 53, 4740, 78
21785, 2, 54, 3044, 138
21786, 2, 49, 5066, 153
21787, 2, 53, 5230, -1
21788, 2, 46, 998, 56
21789, 2, 46, 5760, 91
21790, 2, 45, 5618, 153
21791, 2, 45, 5257, 104
21792, 2, 46, 5914, 183
21793, 2, 54, 3841, 111
21794, 2, 54, 4992, -1
21795, 2, 47, 5685, 72
21796, 2, 48, 3498, 201
21797, 2, 45, 3812, 50
21798, 2, 54, 3541, 181
21799, 2, 46, 3223, 150
21800, 2, 53, 889, 125
21801, 2, 50, 4889, 13
21802, 2, 46, 4402, 201
21803, 2, 51, 6412, 123
21804, 2, 48, 2430, 37
21805, 2, 54, 5787, 104
21806, 2, 48, 2354, 53
21807, 2, 46, 5554, 104
21808, 2, 45, 6574, 22
21809, 2, 54, 6042, 186
21810, 2, 50, 905, -1
21811, 2, 49, 153, 12
21812, 2, 50, 5968, 56
21813, 2, 54, 5822, 170
21814, 2, 50, 5158, 107
21815, 2, 53, 4209, 178
21816, 2, 46, 5914, 183
21817, 2, 50, 3655, 37
21818, 2, 50, 4028, 170
21819, 2, 51, 5732, 54
21820, 2, 45, 2739, 177
21821, 2, 46, 6203, 75
21822, 2, 50, 6546, 173
21823, 2, 51, 6048, 192
21824, 2, 48, 4989, 163
21825, 2, 46, 6225, 141
21826, 2, 47, 4394, 108
21827, 2, 51, 2304, 148
21828, 2, 45, 6310, 127
21829, 2, 45, 5789, 56
21830, 2, 51, 4011, 29
21831, 2, 46, 4257, 111
21832, 2, 49, 2539, 134
21833, 2, 50, 5604, 19
21834, 2, 53, 3096, 5
21835, 2, 54, 3113, 133
21836, 2, 54, 3458, 57
21837, 2, 47, 4791, 52
21838, 2, 50, 661, 92
21839, 2, 50, 2600, 134
21840, 2, 54, 6075, 68
21841, 2, 45, 6360, 62
21842, 2, 47, 5936, 166
21843, 2, 47, 5999, 60
21844, 2, 47, 5352, 135
21845, 2, 48, 4688, 44
21846, 2, 45, 6367, 42
21847, 2, 50, 5694, 178
21848, 2, 46, 5783, 37
21849, 2, 53, 4189, 28
21850, 2, 51, 2033, 82
21851, 2, 45, 5344, 52
21852, 2, 51, 1911, 86
21853, 2, 45, 2196, -1
21854, 2, 51, 2911, 32
21855, 2, 45, 4462, 23
21856, 2, 53, 1362, 125
21857, 2, 51, 3031, 25
21858, 2, 45, 669, 93
21859, 2, 51, 5710, 57
21860, 2, 48, 5202, 146
21861, 2, 52, 4059, 185
21862, 2, 51, 1174, 120
21863, 2, 45, 4561, 49
21864, 2, 46, 6418, 132
21865, 2, 53, 6491, 95
21866, 2, 52, 1882, 209
21867, 2, 53, 3672, 114
21868, 2, 51, 5322, 145
21869, 2, 45, 2393, 129
21870, 2, 49, 209, 80
21871, 2, 54, 5898, 24
21872, 2, 50, 6419, 57
21873, 2, 47, 6190, 15
21874, 2, 49, 3562, 65
21875, 2, 49, 5668, 152
21876, 2, 53, 6487, 23
21877, 2, 54, 3536, 37
21878, 2, 48, 2610, 47
21879, 2, 54, 3636, 98
21880, 2, 48, 5917, 140
21881, 2, 50, 5900, 21
21882, 2, 49, 1868, 37
21883, 2, 49, 6219, 139
21884, 2, 54, 6408, 29
21885, 2, 50, 2632, 138
21886, 2, 48, 3338, 153
21887, 2, 45, 5750, 50
21888, 2, 47, 1113, 185
21889, 2, 47, 5349, 63
21890, 2, 54, 6138, 206
21891, 2, 50, 5497, 135
21892, 2, 52, 5944, 63
21893, 2, 46, 3206, 167
21894, 2, 54, 6289, 184
21895, 2, 46, 6132, 161
21896, 2, 54, 5382, 58
21897, 2, 50, 1099, -1
21898, 2, 45, 2597, 17
21899, 2, 47, 4710, 82
21900, 2, 45, 5672, 60
21901, 2, 46, 750, 126
21902, 2, 54, 4521, 161
21903, 2, 46, 6413, 187
21904, 2, 52, 4178, 117
21905, 2, 48, 6392, 63
21906, 2, 52, 4003, 43
21907, 2, 54, 2826, 123
21908, 2, 50, 4635, 32
21909, 2, 52, 5384, 42
21910, 2, 45, 6135, 66
21911, 2, 52, 2416, 79
21912, 2, 51, 3661, 168
21913, 2, 46, 4465, 71
21914, 2, 51, 2175, 114
21915, 2, 45, 178, 150
21916, 2, 47, 4568, 117
21917, 2, 52, 784, 106
21918, 2, 53, 1389, 13
21919, 2, 48, 4567, 25
21920, 2, 47, 4030, 2
21921, 2, 47, 5788, 87
21922, 2, 51, 3941, 28
21923, 2, 49, 2506, 168
21924, 2, 53, 1018, 84
21925, 2, 53, 5251, -1
21926, 2, 54, 6554, 104
21927, 2, 54, 977, 103
21928, 2, 45, 4004, 59
21929, 2, 51, 6060, 106
21930, 2, 47, 4610, 75
21931, 2, 53, 2838, 65
21932, 2, 53, 5319, 166
21933, 2, 45, 5531, 120
21934, 2, 49, 5338, 168
21935, 2, 46, 5291, 4
21936, 2, 52, 2149, 123
21937, 2, 48, 2530, 202
21938, 2, 52, 4473, 187
21939, 2, 49, 4845, 178
21940, 2, 49, 6141, 171
21941, 2, 54, 1464, 190
21942, 2, 52, 6497, 84
21943, 2, 46, 5339, 144
21944, 2, 51, 3624, 41
21945, 2, 53, 5822, 170
21946, 2, 53, 6485, 25
21947, 2, 54, 5767, 10
21948, 2, 51, 3284, 89
21949, 2, 53, 4751, -1
21950, 2, 52, 1531, 120
21951, 2, 49, 4377, 153
21952, 2, 49, 5378, 19
21953, 2, 46, 6063, 22
21954, 2, 52, 4368, 66
21955, 2, 51, 3717, 134
21956, 2, 48, 959, 127
21957, 2, 52, 515, 17
21958, 2, 48, 6076, 120
21959, 2, 52, 6466, 201
21960, 2, 48, 4204, 45
21961, 2, 51, 2228, 137
21962, 2, 47, 4531, 91
21963, 2, 48, 3033, 63
21964, 2, 49, 4817, 148
21965, 2, 53, 5907, 172
21966, 2, 51, 3938, 137
21967, 2, 49, 2786, 42
21968, 2, 46, 5765, 28
21969, 2, 51, 3622, 161
21970, 2, 47, 1989, 100
21971, 2, 49, 4409, 94
21972, 2, 46, 2741, -1
21973, 2, 52, 5422, 153
21974, 2, 54, 1051, 77
21975, 2, 45, 2416, 79
21976, 2, 45, 4702, 180
21977, 2, 47, 1272, 150
21978, 2, 46, 4445, 84
21979, 2, 53, 3765, 105
21980, 2, 47, 2700, 163
21981, 2, 48, 4824, 131
21982, 2, 47, 3109, 25
21983, 2, 46, 3799, 4
21984, 2, 49, 5196, 45
21985, 2, 47, 5355, 202
21986, 2, 53, 2171, 201
21987, 2, 48, 3943, 57
21988, 2, 52, 831, 73
21989, 2, 49, 5788, 87
21990, 2, 51, 6249, 197
21991, 2, 47, 3752, 169
21992, 2, 51, 5057, 150
21993, 2, 49, 2758, 178
21994, 2, 49, 6514, 32
21995, 2, 47, 1477, 104
21996, 2, 51, 5936, 166
21997, 2, 46, 5253, 107
21998, 2, 53, 2258, 126
21999, 2, 45, 3271, 108
22000, 2, 49, 4845, 178
22001, 2, 51, 5282, 145
22002, 2, 53, 1414, 187
22003, 2, 46, 3992, 181
22004, 2, 48, 4738, 168
22005, 2, 50, 6556, 195
22006, 2, 54, 4751, -1
22007, 2, 47, 3233, 166
22008, 2, 45, 1106, -1
22009, 2, 47, 2417, 7
22010, 2, 52, 3205, 161
22011, 2, 45, 4941, 111
22012, 2, 54, 5164, 84
22013, 2, 53, 4760, 121
22014, 2, 51, 6472, 176
22015, 2, 46, 6474, 12
22016, 2, 47, 5224, 190
22017, 2, 47, 3998, 24
22018, 2, 45, 4764, 109
22019, 2, 46, 4739, 161
22020, 2, 52, 6405, 82
22021, 2, 53, 5876, 162
22022, 2, 48, 3461, 15
22023, 2, 45, 498, 108
22024, 2, 50, 3714, 82
22025, 2, 50, 2914, 116
22026, 2, 46, 3500, 146
22027, 2, 50, 5966, 63
22028, 2, 47, 1848, 13
22029, 2, 54, 6562, 163
22030, 2, 46, 27, 150
22031, 2, 53, 6083, 53
22032, 2, 46, 3580, 91
22033, 2, 54, 4984, 112
22034, 2, 51, 4610, 75
22035, 2, 45, 1149, -1
22036, 2, 53, 4101, -1
22037, 2, 46, 2044, 66
22038, 2, 54, 4675, 174
22039, 2, 53, 2746, 115
22040, 2, 47, 6270, 123
22041, 2, 49, 3806, 150
22042, 2, 49, 5781, 67
22043, 2, 49, 1782, 167
22044, 2, 54, 2189, 61
22045, 2, 48, 3399, 95
22046, 2, 47, 3737, 51
22047, 2, 51, 4303, 116
22048, 2, 49, 6231, 163
22049, 2, 52, 5767, 10
22050, 2, 49, 4739, 161
22051, 2, 48, 3692, 103
22052, 2, 45, 5075, 141
22053, 2, 54, 4984, 112
22054, 2, 45, 3715, 54
22055, 2, 49, 6487, 23
22056, 2, 51, 5832, 81
22057, 2, 54, 4808, 162
22058, 2, 50, 4027, 124
22059, 2, 47, 5193, 94
22060, 2, 50, 4856, 81
22061, 2, 48, 3428, 180
22062, 2, 52, 2653, 80
22063, 2, 45, 6563, 167
22064, 2, 49, 1571, 20
22065, 2, 54, 1561, 58
22066, 2, 48, 3761, 205
22067, 2, 48, 3303, 7
22068, 2, 45, 5673, 21
22069, 2, 46, 5778, 135
22070, 2, 50, 4293, 198
22071, 2, 45, 5383, 75
22072, 2, 54, 5840, 125
22073, 2, 46, 1771, 51
22074, 2, 50, 6425, 12
22075, 2, 51, 5692, 38
22076, 2, 48, 4876, 138
22077, 2, 54, 4826, 143
22078, 2, 51, 2117, -1
22079, 2, 48, 5624, 7
22080, 2, 52, 1858, 28
22081, 2, 49, 4738, 168
22082, 2, 51, 2057, 49
22083, 2, 47, 5083, 182
22084, 2, 45, 4358, 75
22085, 2, 46, 5328, 17
22086, 2, 48, 6459, 79
22087, 2, 54, 2731, 78
22088, 2, 47, 6337, 74
22089, 2, 53, 4124, 81
22090, 2, 52, 5549, 117
22091, 2, 53, 763, 180
22092, 2, 50, 3925, 78
22093, 2, 50, 3946, 94
22094, 2, 54, 626, 135
22095, 2, 54, 2613, 153
22096, 2, 50, 4508, 24
22097, 2, 46, 4748, 192
22098, 2, 52, 6544, 172
22099, 2, 49, 5135, 170
22100, 2, 52, 6501, 190
22101, 2, 51, 2001, 198
22102, 2, 51, 5671, 206
22103, 2, 54, 4886, -1
22104, 2, 45, 5466, 15
22105, 2, 48, 4807, 92
22106, 2, 49, 5407, -1
22107, 2, 49, 6234, 63
22108, 2, 46, 4359, 138
22109, 2, 47, 5393, 99
22110, 2, 52, 4382, 75
22111, 2, 54, 2424, 99
22112, 2, 50, 4941, 111
22113, 2, 45, 5498, 27
22114, 2, 49, 6030, 93
22115, 2, 47, 3276, 58
22116, 2, 45, 536, 2
22117, 2, 47, 4919, 168
22118, 2, 47, 6201, 118
22119, 2, 51, 5239, 47
22120, 2, 51, 1823, 97
22121, 2, 45, 4581, 6
22122, 2, 50, 4799, 126
22123, 2, 53, 466, 69
22124, 2, 54, 4775, 141
22125, 2, 46, 3016, 161
22126, 2, 45, 3245, 98
22127, 2, 48, 882, 189
22128, 2, 52, 5688, 209
22129, 2, 47, 2698, 111
22130, 2, 50, 2717, 174
22131, 2, 54, 3731, 8
22132, 2, 50, 3665, 136
22133, 2, 53, 4231, 169
22134, 2, 51, 6485, 25
22135, 2, 52, 6167, 165
22136, 2, 50, 6462, 107
22137, 2, 51, 1174, 120
22138, 2, 52, 285, 28
22139, 2, 52, 5651, 99
22140, 2, 46, 4063, 47
22141, 2, 52, 1130, -1
22142, 2, 47, 6377, 56
22143, 2, 54, 2099, 121
22144, 2, 52, 3642, 47
22145, 2, 45, 4064, 33
22146, 2, 53, 3882, 53
22147, 2, 51, 6521, 23
22148, 2, 52, 882, 189
22149, 2, 47, 3134, 86
22150, 2, 51, 4955, 108
22151, 2, 53, 3660, 121
22152, 2, 54, 4590, 70
22153, 2, 48, 1320, 161
22154, 2, 48, 6084, 23
22155, 2, 54, 5409, 81
22156, 2, 45, 2938, 45
22157, 2, 53, 1698, -1
22158, 2, 47, 6094, 190
22159, 2, 54, 2159, 8
22160, 2, 46, 6259, 203
22161, 2, 52, 6533, 180
22162, 2, 53, 6086, 5
22163, 2, 45, 1062, 115
22164, 2, 50, 5530, 182
22165, 2, 50, 497, 8
22166, 2, 49, 5295, 77
22167, 2, 47, 8, 65
22168, 2, 53, 3534, 132
22169, 2, 52, 1394, 60
22170, 2, 47, 6075, 68
22171, 2, 46, 4918, 122
22172, 2, 51, 4126, 188
22173, 2, 48, 6048, 192
22174, 2, 51, 5007, 97
22175, 2, 46, 4810, 114
22176, 2, 54, 3991, 16
22177, 2, 54, 2646, 24
22178, 2, 50, 6417, 192
22179, 2, 54, 0, 0
22180, 2, 45, 3054, 49
22181, 2, 50, 3888, 171
22182, 2, 51, 3327, 80
22183, 2, 50, 1334, 46
22184, 2, 49, 4426, 132
22185, 2, 48, 3278, 95
22186, 2, 54, 6103, 62
22187, 2, 46, 4827, 20
22188, 2, 51, 6157, -1
22189, 2, 47, 1915, 82
22190, 2, 46, 2012, 181
22191, 2, 51, 6184, 103
22192, 2, 51, 5023, 66
22193, 2, 49, 6079, 188
22194, 2, 49, 955, 185
22195, 2, 48, 6285, -1
22196, 2, 53, 3190, 17
22197, 2, 49, 5273, 194
22198, 2, 52, 6411, 7
22199, 2, 45, 106, 138
22200, 2, 47, 4722, 88
22201, 2, 51, 2726, -1
22202, 2, 51, 6361, 97
22203, 2, 53, 640, 63
22204, 2, 49, 5662, 80
22205, 2, 50, 2227, 41
22206, 2, 51, 6273, 161
22207, 2, 48, 5042, 203
22208, 2, 51, 4775, 141
22209, 2, 49, 3262, 44
22210, 2, 49, 6480, 210
22211, 2, 50, 5180, 12
22212, 2, 53, 5613, 47
22213, 2, 46, 2212, 143
22214, 2, 52, 599, 27
22215, 2, 48, 2608, 92
22216, 2, 54, 789, 12
22217, 2, 47, 6592, -1
22218, 2, 50, 6160, 181
22219, 2, 46, 648, 18
22220, 2, 52, 3076, 92
22221, 2, 45, 4385, 7
22222, 2, 50, 4945, -1
22223, 2, 54, 2796, 136
22224, 2, 49, 6085, 42
22225, 2, 45, 3041, 202
22226, 2, 48, 4405, 144
22227, 2, 53, 1795, 78
22228, 2, 49, 1018, 84
22229, 2, 45, 5597, 197
22230, 2, 52, 5398, 160
22231, 2, 45, 6246, 74
22232, 2, 51, 5012, 165
22233, 2, 46, 6389, 193
22234, 2, 46, 2163, 41
22235, 2, 52, 5044, 86
22236, 2, 50, 4791, 52
22237, 2, 54, 1316, 48
22238, 2, 54, 4048, 182
22239, 2, 49, 5891, 198
22240, 2, 49, 742, 87
22241, 2, 52, 2761, 189
22242, 2, 50, 6443, 111
22243, 2, 7, 4995, 169
22244, 2, 8, 6587, 103
22245, 2, 6, 3626, 58
22246, 2, 7, 5792, 167
22247, 2, 11, 4288, 44
22248, 2, 13, 5609, 19
22249, 2, 7, 5082, 75
22250, 2, 9, 5873, -1
22251, 2, 8, 4602, 92
22252, 2, 7, 2259, 150
22253, 2, 8, 4365, 10
22254, 2, 13, 4481, 107
22255, 2, 6, 2957, 146
22256, 2, 6, 4635, 32
22257, 2, 10, 4903, 84
22258, 2, 14, 5416, -1
22259, 2, 7, 2475, 59
22260, 2, 7, 4937, 149
22261, 2, 10, 6582, 27
22262, 2, 9, 2693, 188
22263, 2, 6, 3418, 199
22264, 2, 10, 3764, 150
22265, 2, 14, 6316, -1
22266, 2, 13, 3964, 13
22267, 2, 7, 3602, 202
22268, 2, 9, 3838, 125
22269, 2, 7, 677, 136
22270, 2, 12, 424, 144
22271, 2, 14, 5581, 20
22272, 2, 6, 3575, 159
22273, 2, 6, 6288, 122
22274, 2, 7, 5740, -1
22275, 2, 9, 5538, 109
22276, 2, 9, 5238, 44
22277, 2, 12, 5501, 149
22278, 2, 8, 5908, 88
22279, 2, 10, 3650, 155
22280, 2, 8, 5831, 124
22281, 2, 10, 4765, 26
22282, 2, 8, 215, 146
22283, 2, 10, 6579, 13
22284, 2, 11, 5100, 137
22285, 2, 13, 6051, 97
22286, 2, 7, 2823, 37
22287, 2, 9, 5058, 23
22288, 2, 12, 5196, 45
22289, 2, 10, 2071, 122
22290, 2, 11, 6339, 42
22291, 2, 7, 3322, 135
22292, 2, 14, 5636, 131
22293, 2, 7, 5470, 188
22294, 2, 8, 3445, 173
22295, 2, 9, 4482, 149
22296, 2, 7, 4004, 59
22297, 2, 12, 3563, 31
22298, 2, 5, 2249, 28
22299, 2, 13, 4517, 34
22300, 2, 5, 5612, 105
22301, 2, 13, 5251, -1
22302, 2, 6, 5154, 70
22303, 2, 8, 1299, -1
22304, 2, 6, 5629, 60
22305, 2, 12, 0, 0
22306, 2, 7, 5867, 29
22307, 2, 6, 3542, 153
22308, 2, 11, 5425, 25
22309, 2, 6, 4958, 112
22310, 2, 8, 2132, 43
22311, 2, 14, 227, 167
22312, 2, 11, 3559, 120
22313, 2, 9, 5790, 8
22314, 2, 12, 4287, 6
22315, 2, 7, 5488, 79
22316, 2, 14, 6528, 77
22317, 2, 13, 2785, 128
22318, 2, 5, 5988, 42
22319, 2, 7, 4072, 67
22320, 2, 9, 5382, 58
22321, 2, 13, 4226, 35
22322, 2, 6, 5971, 209
22323, 2, 8, 1692, 46
22324, 2, 14, 5445, 174
22325, 2, 12, 3748, 23
22326, 2, 10, 2339, 206
22327, 2, 8, 3100, 128
22328, 2, 6, 5937, 106
22329, 2, 6, 1724, 8
22330, 2, 8, 5369, 170
22331, 2, 9, 4742, 163
22332, 2, 13, 4763, 35
22333, 2, 14, 6454, 191
22334, 2, 8, 5166, 17
22335, 2, 11, 3671, 74
22336, 2, 13, 5683, 123
22337, 2, 14, 6548, 20
22338, 2, 13, 6035, 11
22339, 2, 12, 6586, 81
22340, 2, 9, 5751, -1
22341, 2, 10, 5822, 170
22342, 2, 7, 6027, 132
22343, 2, 11, 5067, 80
22344, 2, 6, 6006, 142
22345, 2, 13, 4725, 133
22346, 2, 8, 1326, 118
22347, 2, 6, 1627, 56
22348, 2, 5, 3548, 206
22349, 2, 10, 5593, 32
22350, 2, 10, 5630, 19
22351, 2, 6, 4286, 142
22352, 2, 9, 3060, 108
22353, 2, 11, 4508, 24
22354, 2, 8, 5548, 169
22355, 2, 14, 4337, 24
22356, 2, 10, 5375, 62
22357, 2, 10, 2166, 135
22358, 2, 11, 4633, 116
22359, 2, 9, 4569, -1
22360, 2, 8, 3619, 148
22361, 2, 14, 6113, 56
22362, 2, 9, 2857, 117
22363, 2, 14, 6440, 178
22364, 2, 13, 3767, 31
22365, 2, 9, 2765, 28
22366, 2, 7, 6372, 128
22367, 2, 5, 5939, 150
22368, 2, 12, 3710, 161
22369, 2, 11, 6263, 5
22370, 2, 7, 6590, 196
22371, 2, 5, 2250, 191
22372, 2, 12, 5074, 5
22373, 2, 13, 3192, 19
22374, 2, 13, 3011, 150
22375, 2, 7, 4875, 103
22376, 2, 10, 2742, 199
22377, 2, 8, 5494, 58
22378, 2, 5, 2338, -1
22379, 2, 11, 3968, 50
22380, 2, 10, 4529, 134
22381, 2, 8, 6519, 133
22382, 2, 10, 6425, 12
22383, 2, 10, 5209, 5
22384, 2, 13, 4315, 75
22385, 2, 10, 4892, 86
22386, 2, 7, 5072, 132
22387, 2, 11, 4929, 202
22388, 2, 5, 2695, 4
22389, 2, 5, 3295, 42
22390, 2, 6, 6180, 149
22391, 2, 13, 6310, 127
22392, 2, 14, 2868, 77
22393, 2, 10, 3358, 137
22394, 2, 13, 6125, 86
22395, 2, 13, 6437, 60
22396, 2, 13, 479, 185
22397, 2, 9, 3921, 184
22398, 2, 14, 4948, 148
22399, 2, 5, 5323, 42
22400, 2, 5, 3950, 138
22401, 2, 7, 6331, 198
22402, 2, 14, 6391, 80
22403, 2, 12, 4509, 200
22404, 2, 13, 5719, 169
22405, 2, 10, 4006, 201
22406, 2, 14, 1625, 17
22407, 2, 10, 2083, 172
22408, 2, 14, 3928, 60
22409, 2, 8, 1192, 156
22410, 2, 10, 2124, 161
22411, 2, 12, 5170, 97
22412, 2, 6, 6431, 69
22413, 2, 14, 3674, 51
22414, 2, 8, 4594, 94
22415, 2, 13, 758, 41
22416, 2, 8, 5638, 48
22417, 2, 7, 0, 0
22418, 2, 9, 1456, -1
22419, 2, 6, 4598, -1
22420, 2, 14, 5568, 189
22421, 2, 6, 1249, 171
22422, 2, 8, 3296, 182
22423, 2, 11, 6324, 154
22424, 2, 7, 5551, 171
22425, 2, 14, 2504, 153
22426, 2, 9, 2927, 26
22427, 2, 10, 6367, 42
22428, 2, 9, 5010, 94
22429, 2, 12, 4586, 58
22430, 2, 6, 6526, 128
22431, 2, 11, 3003, 50
22432, 2, 5, 3860, 18
22433, 2, 9, 5732, 54
22434, 2, 13, 5413, 21
